,MW
DAPtex_reverse_num1,41.2198
DAPtex_reverse_num2,116.766
DAPtex_reverse_num3,117.9999
DAPtex_reverse_num4,121.1044
12PPDStex_reverse_num1,41.2198
12PPDStex_reverse_num2,116.766
12PPDStex_reverse_num3,117.9999
12PPDStex_reverse_num4,121.1044
DDGLCNtex_reverse_num1,41.2198
DDGLCNtex_reverse_num2,116.766
DDGLCNtex_reverse_num3,117.9999
DDGLCNtex_reverse_num4,121.1044
26DAHtex_reverse_num1,41.2198
26DAHtex_reverse_num2,116.766
26DAHtex_reverse_num3,117.9999
26DAHtex_reverse_num4,121.1044
HCINNMtex_reverse_num1,41.2198
HCINNMtex_reverse_num2,116.766
HCINNMtex_reverse_num3,117.9999
HCINNMtex_reverse_num4,121.1044
HPPPNtex_reverse_num1,121.1044
HPPPNtex_reverse_num2,117.9999
HPPPNtex_reverse_num3,41.2198
HPPPNtex_reverse_num4,116.766
ACtex_reverse_num1,41.2198
ACtex_reverse_num2,116.766
ACtex_reverse_num3,117.9999
ACtex_reverse_num4,121.1044
ACALDtex_reverse_num1,41.2198
ACALDtex_reverse_num2,116.766
ACALDtex_reverse_num3,117.9999
ACALDtex_reverse_num4,121.1044
ACMANAtex_reverse_num1,117.9999
ACMANAtex_reverse_num2,121.1044
ACMANAtex_reverse_num3,116.766
ACMANAtex_reverse_num4,41.2198
ACACT7r_reverse_num1,46.5305
ACACT7r_reverse_num2,81.7524
ACACT2r_reverse_num1,46.5305
ACACT2r_reverse_num2,81.7524
ACACT3r_reverse_num1,46.5305
ACACT3r_reverse_num2,81.7524
ACACT4r_reverse_num1,46.5305
ACACT4r_reverse_num2,81.7524
SUCFUMtpp_reverse_num1,48.4122
SUCFUMtpp_reverse_num2,47.9353
SUCFUMtpp_reverse_num3,45.7507
TARTRt7pp_reverse,52.9064
AHGDx_reverse,176.7031
AKGt2rpp_reverse,47.0525
THMDt2pp_copy2_reverse,46.1398
TRPt2rpp_reverse_num1,45.2107
TRPt2rpp_reverse_num2,44.3326
TRPt2rpp_reverse_num3,49.6901
TYRt2rpp_reverse_num1,42.8191
TYRt2rpp_reverse_num2,49.6901
URIt2pp_copy2_reverse,46.1398
XTSNt2rpp_reverse,46.1398
GALtex_reverse_num1,41.2198
GALtex_reverse_num2,116.766
GALtex_reverse_num3,117.9999
GALtex_reverse_num4,121.1044
GALCTtex_reverse_num1,41.2198
GALCTtex_reverse_num2,116.766
GALCTtex_reverse_num3,117.9999
GALCTtex_reverse_num4,121.1044
GALCTNtex_reverse_num1,41.2198
GALCTNtex_reverse_num2,116.766
GALCTNtex_reverse_num3,117.9999
GALCTNtex_reverse_num4,121.1044
GALTtex_reverse_num1,41.2198
GALTtex_reverse_num2,116.766
GALTtex_reverse_num3,117.9999
GALTtex_reverse_num4,121.1044
GALURtex_reverse_num1,41.2198
GALURtex_reverse_num2,116.766
GALURtex_reverse_num3,117.9999
GALURtex_reverse_num4,121.1044
ACACt2pp_reverse,47.5277
TKT2_reverse_num1,144.4235
TKT2_reverse_num2,73.0427
GAMtex_reverse_num1,41.2198
GAMtex_reverse_num2,116.766
GAMtex_reverse_num3,117.9999
GAMtex_reverse_num4,121.1044
GBBTNtex_reverse_num1,41.2198
GBBTNtex_reverse_num2,116.766
GBBTNtex_reverse_num3,117.9999
GBBTNtex_reverse_num4,121.1044
ARBt2rpp_reverse,51.6844
ARGAGMt7pp_reverse,93.6852
ASNt2rpp_reverse,54.2331
HIStex_reverse_num1,41.2198
HIStex_reverse_num2,116.766
HIStex_reverse_num3,117.9999
HIStex_reverse_num4,121.1044
HXAtex_reverse_num1,41.2198
HXAtex_reverse_num2,116.766
HXAtex_reverse_num3,117.9999
HXAtex_reverse_num4,121.1044
HYXNtex_reverse_num1,117.9999
HYXNtex_reverse_num2,121.1044
HYXNtex_reverse_num3,116.766
HYXNtex_reverse_num4,41.2198
IDONtex_reverse_num1,41.2198
IDONtex_reverse_num2,116.766
IDONtex_reverse_num3,117.9999
IDONtex_reverse_num4,121.1044
ILEtex_reverse_num1,41.2198
ILEtex_reverse_num2,116.766
ILEtex_reverse_num3,117.9999
ILEtex_reverse_num4,121.1044
INSTtex_reverse_num1,41.2198
INSTtex_reverse_num2,116.766
INSTtex_reverse_num3,117.9999
INSTtex_reverse_num4,121.1044
INStex_reverse,33.589
Ktex_reverse_num1,41.2198
Ktex_reverse_num2,116.766
Ktex_reverse_num3,117.9999
Ktex_reverse_num4,121.1044
D_LACtex_reverse_num1,41.2198
D_LACtex_reverse_num2,116.766
D_LACtex_reverse_num3,117.9999
D_LACtex_reverse_num4,121.1044
FRULYStex_reverse_num1,41.2198
FRULYStex_reverse_num2,116.766
FRULYStex_reverse_num3,117.9999
FRULYStex_reverse_num4,121.1044
GALCTt2rpp_reverse_num1,49.1421
GALCTt2rpp_reverse_num2,49.0092
ASPtex_reverse_num1,41.2198
ASPtex_reverse_num2,116.766
ASPtex_reverse_num3,117.9999
ASPtex_reverse_num4,121.1044
ACt2rpp_reverse,20.0709
ATPS4rpp_reverse_num1,543.6444
ATPS4rpp_reverse_num2,530.0127
INDOLEtex_reverse_num1,41.2198
INDOLEtex_reverse_num2,116.766
INDOLEtex_reverse_num3,117.9999
INDOLEtex_reverse_num4,121.1044
L_LACtex_reverse_num1,121.1044
L_LACtex_reverse_num2,117.9999
L_LACtex_reverse_num3,41.2198
L_LACtex_reverse_num4,116.766
ADEt2rpp_reverse_num1,46.8658
ADEt2rpp_reverse_num2,48.868
ADEt2rpp_reverse_num3,46.9336
ADNt2pp_copy2_reverse,46.1398
ALLTNt2rpp_reverse,52.4561
ECOAH8_reverse_num1,77.0722
ECOAH8_reverse_num2,159.1878
GUAtpp_reverse_num1,46.758
GUAtpp_reverse_num2,45.7115
HYXNtpp_reverse_num1,45.7115
HYXNtpp_reverse_num2,46.758
GLCRtex_reverse_num1,41.2198
GLCRtex_reverse_num2,116.766
GLCRtex_reverse_num3,117.9999
GLCRtex_reverse_num4,121.1044
GLCNtex_reverse_num1,41.2198
GLCNtex_reverse_num2,116.766
GLCNtex_reverse_num3,117.9999
GLCNtex_reverse_num4,121.1044
GLCURtex_reverse_num1,41.2198
GLCURtex_reverse_num2,116.766
GLCURtex_reverse_num3,117.9999
GLCURtex_reverse_num4,121.1044
GLNtex_reverse_num1,121.1044
GLNtex_reverse_num2,117.9999
GLNtex_reverse_num3,41.2198
GLNtex_reverse_num4,116.766
O2tex_reverse_num1,41.2198
O2tex_reverse_num2,116.766
O2tex_reverse_num3,117.9999
O2tex_reverse_num4,121.1044
OCTAtex_reverse_num1,41.2198
OCTAtex_reverse_num2,116.766
OCTAtex_reverse_num3,117.9999
OCTAtex_reverse_num4,121.1044
ORNtex_reverse_num1,41.2198
ORNtex_reverse_num2,116.766
ORNtex_reverse_num3,117.9999
ORNtex_reverse_num4,121.1044
ECOAH5_reverse_num1,77.0722
ECOAH5_reverse_num2,159.1878
FUCtpp_reverse,47.5449
CYTDt2pp_copy2_reverse,46.1398
DDGLCNt2rpp_reverse,33.6693
RMNtex_reverse_num1,117.9999
RMNtex_reverse_num2,116.766
RMNtex_reverse_num3,121.1044
RMNtex_reverse_num4,41.2198
PHEtex_reverse_num1,41.2198
PHEtex_reverse_num2,116.766
PHEtex_reverse_num3,117.9999
PHEtex_reverse_num4,121.1044
PItex_reverse_num1,41.2198
PItex_reverse_num2,116.766
PItex_reverse_num3,117.9999
PItex_reverse_num4,121.1044
TRSARr_reverse_num1,123.2023
TRSARr_reverse_num2,30.4274
PNTOtex_reverse_num1,41.2198
PNTOtex_reverse_num2,116.766
PNTOtex_reverse_num3,117.9999
PNTOtex_reverse_num4,121.1044
PPPNtex_reverse_num1,41.2198
PPPNtex_reverse_num2,116.766
PPPNtex_reverse_num3,117.9999
PPPNtex_reverse_num4,121.1044
PPTtex_reverse_num1,41.2198
PPTtex_reverse_num2,116.766
PPTtex_reverse_num3,117.9999
PPTtex_reverse_num4,121.1044
PTRCtex_reverse_num1,41.2198
PTRCtex_reverse_num2,116.766
PTRCtex_reverse_num3,117.9999
PTRCtex_reverse_num4,121.1044
PYRtex_reverse_num1,41.2198
PYRtex_reverse_num2,116.766
PYRtex_reverse_num3,117.9999
PYRtex_reverse_num4,121.1044
DSERtex_reverse_num1,41.2198
DSERtex_reverse_num2,116.766
DSERtex_reverse_num3,117.9999
DSERtex_reverse_num4,121.1044
SERtex_reverse_num1,41.2198
SERtex_reverse_num2,116.766
SERtex_reverse_num3,117.9999
SERtex_reverse_num4,121.1044
SO4tex_reverse_num1,41.2198
SO4tex_reverse_num2,116.766
SO4tex_reverse_num3,117.9999
SO4tex_reverse_num4,121.1044
SPMDtex_reverse_num1,117.9999
SPMDtex_reverse_num2,121.1044
SPMDtex_reverse_num3,116.766
SPMDtex_reverse_num4,41.2198
SUCCtex_reverse_num1,41.2198
SUCCtex_reverse_num2,116.766
SUCCtex_reverse_num3,117.9999
SUCCtex_reverse_num4,121.1044
SUCRtex_reverse_num1,41.2198
SUCRtex_reverse_num2,116.766
SUCRtex_reverse_num3,117.9999
SUCRtex_reverse_num4,121.1044
TARTRtex_reverse_num1,41.2198
TARTRtex_reverse_num2,116.766
TARTRtex_reverse_num3,117.9999
TARTRtex_reverse_num4,121.1044
TAURtex_reverse_num1,41.2198
TAURtex_reverse_num2,116.766
TAURtex_reverse_num3,117.9999
TAURtex_reverse_num4,121.1044
THRtex_reverse_num1,41.2198
THRtex_reverse_num2,116.766
THRtex_reverse_num3,117.9999
THRtex_reverse_num4,121.1044
THMDtex_reverse_num1,41.2198
THMDtex_reverse_num2,116.766
THMDtex_reverse_num3,117.9999
THMDtex_reverse_num4,121.1044
METDtex_reverse_num1,41.2198
METDtex_reverse_num2,116.766
METDtex_reverse_num3,117.9999
METDtex_reverse_num4,121.1044
METtex_reverse_num1,41.2198
METtex_reverse_num2,116.766
METtex_reverse_num3,117.9999
METtex_reverse_num4,121.1044
MNLtex_reverse_num1,116.766
MNLtex_reverse_num2,41.2198
MNLtex_reverse_num3,121.1044
MNLtex_reverse_num4,117.9999
NAtex_reverse_num1,41.2198
NAtex_reverse_num2,116.766
NAtex_reverse_num3,117.9999
NAtex_reverse_num4,121.1044
NACtex_reverse_num1,41.2198
NACtex_reverse_num2,116.766
NACtex_reverse_num3,117.9999
NACtex_reverse_num4,121.1044
NH4tex_reverse_num1,116.766
NH4tex_reverse_num2,41.2198
NH4tex_reverse_num3,121.1044
NH4tex_reverse_num4,117.9999
BUTtex_reverse_num1,41.2198
BUTtex_reverse_num2,116.766
BUTtex_reverse_num3,117.9999
BUTtex_reverse_num4,121.1044
CHLtex_reverse_num1,41.2198
CHLtex_reverse_num2,116.766
CHLtex_reverse_num3,117.9999
CHLtex_reverse_num4,121.1044
CO2tex_reverse_num1,41.2198
CO2tex_reverse_num2,116.766
CO2tex_reverse_num3,117.9999
CO2tex_reverse_num4,121.1044
CRNtex_reverse_num1,41.2198
CRNtex_reverse_num2,116.766
CRNtex_reverse_num3,117.9999
CRNtex_reverse_num4,121.1044
DINStex_reverse_num1,41.2198
DINStex_reverse_num2,116.766
DINStex_reverse_num3,117.9999
DINStex_reverse_num4,121.1044
DMStex_reverse_num1,41.2198
DMStex_reverse_num2,116.766
DMStex_reverse_num3,117.9999
DMStex_reverse_num4,121.1044
CSNtex_reverse_num1,41.2198
CSNtex_reverse_num2,116.766
CSNtex_reverse_num3,117.9999
CSNtex_reverse_num4,121.1044
CYNTtex_reverse_num1,117.9999
CYNTtex_reverse_num2,121.1044
CYNTtex_reverse_num3,116.766
CYNTtex_reverse_num4,41.2198
CYStex_reverse_num1,41.2198
CYStex_reverse_num2,116.766
CYStex_reverse_num3,117.9999
CYStex_reverse_num4,121.1044
CYTDtex_reverse_num1,41.2198
CYTDtex_reverse_num2,116.766
CYTDtex_reverse_num3,117.9999
CYTDtex_reverse_num4,121.1044
DCAtex_reverse_num1,41.2198
DCAtex_reverse_num2,116.766
DCAtex_reverse_num3,117.9999
DCAtex_reverse_num4,121.1044
DCYTtex_reverse,33.589
DGSNtex_reverse_num1,41.2198
DGSNtex_reverse_num2,116.766
DGSNtex_reverse_num3,117.9999
DGSNtex_reverse_num4,121.1044
LCTStex_reverse_num1,41.2198
LCTStex_reverse_num2,116.766
LCTStex_reverse_num3,117.9999
LCTStex_reverse_num4,121.1044
LEUtex_reverse_num1,41.2198
LEUtex_reverse_num2,116.766
LEUtex_reverse_num3,117.9999
LEUtex_reverse_num4,121.1044
LYStex_reverse_num1,41.2198
LYStex_reverse_num2,116.766
LYStex_reverse_num3,117.9999
LYStex_reverse_num4,121.1044
LYXtex_reverse_num1,41.2198
LYXtex_reverse_num2,116.766
LYXtex_reverse_num3,117.9999
LYXtex_reverse_num4,121.1044
MANtex_reverse_num1,41.2198
MANtex_reverse_num2,116.766
MANtex_reverse_num3,117.9999
MANtex_reverse_num4,121.1044
MAN6Ptex_reverse_num1,117.9999
MAN6Ptex_reverse_num2,121.1044
MAN6Ptex_reverse_num3,116.766
MAN6Ptex_reverse_num4,41.2198
MELIBtex_reverse_num1,41.2198
MELIBtex_reverse_num2,116.766
MELIBtex_reverse_num3,117.9999
MELIBtex_reverse_num4,121.1044
DMSOtex_reverse_num1,41.2198
DMSOtex_reverse_num2,116.766
DMSOtex_reverse_num3,117.9999
DMSOtex_reverse_num4,121.1044
DURItex_reverse,33.589
FRUtex_reverse_num1,41.2198
FRUtex_reverse_num2,116.766
FRUtex_reverse_num3,117.9999
FRUtex_reverse_num4,121.1044
FUCtex_reverse_num1,41.2198
FUCtex_reverse_num2,116.766
FUCtex_reverse_num3,117.9999
FUCtex_reverse_num4,121.1044
FUMtex_reverse_num1,41.2198
FUMtex_reverse_num2,116.766
FUMtex_reverse_num3,117.9999
FUMtex_reverse_num4,121.1044
ACACT5r_reverse_num1,81.7524
ACACT5r_reverse_num2,46.5305
FE2tex_reverse_num1,116.766
FE2tex_reverse_num2,41.2198
FE2tex_reverse_num3,121.1044
FE2tex_reverse_num4,117.9999
NMNtex_reverse_num1,41.2198
NMNtex_reverse_num2,116.766
NMNtex_reverse_num3,117.9999
NMNtex_reverse_num4,121.1044
NO2tex_reverse_num1,41.2198
NO2tex_reverse_num2,116.766
NO2tex_reverse_num3,117.9999
NO2tex_reverse_num4,121.1044
MTHFC_reverse,62.0875
MTHFD_reverse,62.0875
BUTt2rpp_reverse,47.5277
GDPtex_reverse_num1,121.1044
GDPtex_reverse_num2,117.9999
GDPtex_reverse_num3,41.2198
GDPtex_reverse_num4,116.766
TMAtex_reverse_num1,41.2198
TMAtex_reverse_num2,116.766
TMAtex_reverse_num3,117.9999
TMAtex_reverse_num4,121.1044
TMAOtex_reverse_num1,41.2198
TMAOtex_reverse_num2,116.766
TMAOtex_reverse_num3,117.9999
TMAOtex_reverse_num4,121.1044
TREtex_reverse_num1,41.2198
TREtex_reverse_num2,116.766
TREtex_reverse_num3,117.9999
TREtex_reverse_num4,121.1044
ACACT6r_reverse_num1,46.5305
ACACT6r_reverse_num2,81.7524
TRPtex_reverse_num1,41.2198
TRPtex_reverse_num2,116.766
TRPtex_reverse_num3,117.9999
TRPtex_reverse_num4,121.1044
TSULtex_reverse_num1,41.2198
TSULtex_reverse_num2,116.766
TSULtex_reverse_num3,117.9999
TSULtex_reverse_num4,121.1044
TYRtex_reverse_num1,41.2198
TYRtex_reverse_num2,116.766
TYRtex_reverse_num3,117.9999
TYRtex_reverse_num4,121.1044
URAtex_reverse_num1,41.2198
URAtex_reverse_num2,116.766
URAtex_reverse_num3,117.9999
URAtex_reverse_num4,121.1044
UREAtex_reverse_num1,41.2198
UREAtex_reverse_num2,116.766
UREAtex_reverse_num3,117.9999
UREAtex_reverse_num4,121.1044
URItex_reverse,33.589
VALtex_reverse_num1,41.2198
VALtex_reverse_num2,116.766
VALtex_reverse_num3,117.9999
VALtex_reverse_num4,121.1044
XANtex_reverse_num1,41.2198
XANtex_reverse_num2,116.766
XANtex_reverse_num3,117.9999
XANtex_reverse_num4,121.1044
XYLtex_reverse_num1,41.2198
XYLtex_reverse_num2,116.766
XYLtex_reverse_num3,117.9999
XYLtex_reverse_num4,121.1044
ABUTtex_reverse_num1,41.2198
ABUTtex_reverse_num2,116.766
ABUTtex_reverse_num3,117.9999
ABUTtex_reverse_num4,121.1044
GGGABADr_reverse,53.4186
MALTATr_reverse,60.288
23CAMPtex_reverse_num1,41.2198
23CAMPtex_reverse_num2,116.766
23CAMPtex_reverse_num3,117.9999
23CAMPtex_reverse_num4,121.1044
23CCMPtex_reverse_num1,41.2198
23CCMPtex_reverse_num2,116.766
23CCMPtex_reverse_num3,117.9999
23CCMPtex_reverse_num4,121.1044
23CUMPtex_reverse_num1,41.2198
23CUMPtex_reverse_num2,116.766
23CUMPtex_reverse_num3,117.9999
23CUMPtex_reverse_num4,121.1044
23CGMPtex_reverse_num1,41.2198
23CGMPtex_reverse_num2,116.766
23CGMPtex_reverse_num3,117.9999
23CGMPtex_reverse_num4,121.1044
3AMPtex_reverse_num1,41.2198
3AMPtex_reverse_num2,116.766
3AMPtex_reverse_num3,117.9999
3AMPtex_reverse_num4,121.1044
3CMPtex_reverse_num1,41.2198
3CMPtex_reverse_num2,116.766
3CMPtex_reverse_num3,117.9999
3CMPtex_reverse_num4,121.1044
ALAGLUE_reverse,34.674
ETHSO3tex_reverse_num1,41.2198
ETHSO3tex_reverse_num2,116.766
ETHSO3tex_reverse_num3,117.9999
ETHSO3tex_reverse_num4,121.1044
BUTSO3tex_reverse_num1,41.2198
BUTSO3tex_reverse_num2,116.766
BUTSO3tex_reverse_num3,117.9999
BUTSO3tex_reverse_num4,121.1044
LIPOtex_reverse_num1,117.9999
LIPOtex_reverse_num2,41.2198
LIPOtex_reverse_num3,121.1044
LIPOtex_reverse_num4,116.766
GALBDtex_reverse_num1,117.9999
GALBDtex_reverse_num2,121.1044
GALBDtex_reverse_num3,116.766
GALBDtex_reverse_num4,41.2198
SULFACtex_reverse_num1,116.766
SULFACtex_reverse_num2,41.2198
SULFACtex_reverse_num3,121.1044
SULFACtex_reverse_num4,117.9999
NOtex_reverse_num1,41.2198
NOtex_reverse_num2,116.766
NOtex_reverse_num3,117.9999
NOtex_reverse_num4,121.1044
N2Otex_reverse_num1,41.2198
N2Otex_reverse_num2,116.766
N2Otex_reverse_num3,117.9999
N2Otex_reverse_num4,121.1044
CRNt2rpp_reverse,109.6916
CRNDt2rpp_reverse,109.6916
CTBTt2rpp_reverse,109.6916
PEAMNtex_reverse_num1,41.2198
PEAMNtex_reverse_num2,116.766
PEAMNtex_reverse_num3,117.9999
PEAMNtex_reverse_num4,121.1044
PACALDtex_reverse_num1,41.2198
PACALDtex_reverse_num2,116.766
PACALDtex_reverse_num3,117.9999
PACALDtex_reverse_num4,121.1044
CYANtex_reverse_num1,41.2198
CYANtex_reverse_num2,116.766
CYANtex_reverse_num3,117.9999
CYANtex_reverse_num4,121.1044
SO3tex_reverse_num1,41.2198
SO3tex_reverse_num2,116.766
SO3tex_reverse_num3,117.9999
SO3tex_reverse_num4,121.1044
TCYNTtex_reverse_num1,41.2198
TCYNTtex_reverse_num2,116.766
TCYNTtex_reverse_num3,117.9999
TCYNTtex_reverse_num4,121.1044
METSOX1tex_reverse_num1,41.2198
METSOX1tex_reverse_num2,116.766
METSOX1tex_reverse_num3,117.9999
METSOX1tex_reverse_num4,121.1044
METSOX2tex_reverse_num1,41.2198
METSOX2tex_reverse_num2,116.766
METSOX2tex_reverse_num3,117.9999
METSOX2tex_reverse_num4,121.1044
3UMPtex_reverse_num1,41.2198
3UMPtex_reverse_num2,116.766
3UMPtex_reverse_num3,117.9999
3UMPtex_reverse_num4,121.1044
3GMPtex_reverse_num1,41.2198
3GMPtex_reverse_num2,116.766
3GMPtex_reverse_num3,117.9999
3GMPtex_reverse_num4,121.1044
DOPAtex_reverse_num1,41.2198
DOPAtex_reverse_num2,116.766
DOPAtex_reverse_num3,117.9999
DOPAtex_reverse_num4,121.1044
4HOXPACDtex_reverse_num1,41.2198
4HOXPACDtex_reverse_num2,116.766
4HOXPACDtex_reverse_num3,117.9999
4HOXPACDtex_reverse_num4,121.1044
ETHAtex_reverse_num1,41.2198
ETHAtex_reverse_num2,116.766
ETHAtex_reverse_num3,117.9999
ETHAtex_reverse_num4,121.1044
G3PStex_reverse_num1,41.2198
G3PStex_reverse_num2,116.766
G3PStex_reverse_num3,117.9999
G3PStex_reverse_num4,121.1044
ACGAL1Ptex_reverse_num1,41.2198
ACGAL1Ptex_reverse_num2,116.766
ACGAL1Ptex_reverse_num3,117.9999
ACGAL1Ptex_reverse_num4,121.1044
ACGALtex_reverse_num1,41.2198
ACGALtex_reverse_num2,116.766
ACGALtex_reverse_num3,117.9999
ACGALtex_reverse_num4,121.1044
GLCUR1Ptex_reverse_num1,41.2198
GLCUR1Ptex_reverse_num2,116.766
GLCUR1Ptex_reverse_num3,117.9999
GLCUR1Ptex_reverse_num4,121.1044
UDPGLCURtex_reverse_num1,41.2198
UDPGLCURtex_reverse_num2,116.766
UDPGLCURtex_reverse_num3,117.9999
UDPGLCURtex_reverse_num4,121.1044
ISETACtex_reverse_num1,41.2198
ISETACtex_reverse_num2,116.766
ISETACtex_reverse_num3,117.9999
ISETACtex_reverse_num4,121.1044
UDPGtex_reverse_num1,41.2198
UDPGtex_reverse_num2,116.766
UDPGtex_reverse_num3,117.9999
UDPGtex_reverse_num4,121.1044
UDPGALtex_reverse_num1,121.1044
UDPGALtex_reverse_num2,117.9999
UDPGALtex_reverse_num3,41.2198
UDPGALtex_reverse_num4,116.766
ACGAM1Ptex_reverse_num1,41.2198
ACGAM1Ptex_reverse_num2,116.766
ACGAM1Ptex_reverse_num3,117.9999
ACGAM1Ptex_reverse_num4,121.1044
UACGAMtex_reverse_num1,41.2198
UACGAMtex_reverse_num2,116.766
UACGAMtex_reverse_num3,117.9999
UACGAMtex_reverse_num4,121.1044
UDPACGALtex_reverse_num1,41.2198
UDPACGALtex_reverse_num2,116.766
UDPACGALtex_reverse_num3,117.9999
UDPACGALtex_reverse_num4,121.1044
CBLAT_reverse,21.9989
MSO3tex_reverse_num1,41.2198
MSO3tex_reverse_num2,116.766
MSO3tex_reverse_num3,117.9999
MSO3tex_reverse_num4,121.1044
ARABDI_reverse,389.86
GLYC2Ptex_reverse_num1,41.2198
GLYC2Ptex_reverse_num2,116.766
GLYC2Ptex_reverse_num3,117.9999
GLYC2Ptex_reverse_num4,121.1044
PSERtex_reverse_num1,41.2198
PSERtex_reverse_num2,116.766
PSERtex_reverse_num3,117.9999
PSERtex_reverse_num4,121.1044
R5Ptex_reverse_num1,41.2198
R5Ptex_reverse_num2,116.766
R5Ptex_reverse_num3,117.9999
R5Ptex_reverse_num4,121.1044
THRPtex_reverse_num1,41.2198
THRPtex_reverse_num2,116.766
THRPtex_reverse_num3,117.9999
THRPtex_reverse_num4,121.1044
TYRPtex_reverse_num1,41.2198
TYRPtex_reverse_num2,116.766
TYRPtex_reverse_num3,117.9999
TYRPtex_reverse_num4,121.1044
CITtex_reverse_num1,41.2198
CITtex_reverse_num2,116.766
CITtex_reverse_num3,117.9999
CITtex_reverse_num4,121.1044
ACGAtex_reverse_num1,41.2198
ACGAtex_reverse_num2,116.766
ACGAtex_reverse_num3,117.9999
ACGAtex_reverse_num4,121.1044
IDONt2rpp_reverse,46.0413
G6Ptex_reverse_num1,41.2198
G6Ptex_reverse_num2,116.766
G6Ptex_reverse_num3,117.9999
G6Ptex_reverse_num4,121.1044
MOBDtex_reverse_num1,41.2198
MOBDtex_reverse_num2,116.766
MOBDtex_reverse_num3,117.9999
MOBDtex_reverse_num4,121.1044
NI2tex_reverse_num1,41.2198
NI2tex_reverse_num2,116.766
NI2tex_reverse_num3,117.9999
NI2tex_reverse_num4,121.1044
L_LACt2rpp_reverse_num1,59.1682
L_LACt2rpp_reverse_num2,58.9202
NH4tpp_reverse,133.5441
NO2t2rpp_reverse_num1,49.6934
NO2t2rpp_reverse_num2,28.5625
FRULYSDG_reverse,462.8308
PROt2rpp_reverse_num1,109.6916
PROt2rpp_reverse_num2,50.2157
H2O2tex_reverse_num1,41.2198
H2O2tex_reverse_num2,116.766
H2O2tex_reverse_num3,117.9999
H2O2tex_reverse_num4,121.1044
ALLPI_reverse,32.1466
ALLULPE_reverse,26.1092
ADEtex_reverse_num1,41.2198
ADEtex_reverse_num2,116.766
ADEtex_reverse_num3,117.9999
ADEtex_reverse_num4,121.1044
ADNtex_reverse,33.589
AGMtex_reverse_num1,41.2198
AGMtex_reverse_num2,116.766
AGMtex_reverse_num3,117.9999
AGMtex_reverse_num4,121.1044
ALAtex_reverse_num1,121.1044
ALAtex_reverse_num2,116.766
ALAtex_reverse_num3,41.2198
ALAtex_reverse_num4,117.9999
BALAtex_reverse_num1,41.2198
BALAtex_reverse_num2,116.766
BALAtex_reverse_num3,117.9999
BALAtex_reverse_num4,121.1044
DALAtex_reverse_num1,41.2198
DALAtex_reverse_num2,116.766
DALAtex_reverse_num3,117.9999
DALAtex_reverse_num4,121.1044
AMPtex_reverse_num1,117.9999
AMPtex_reverse_num2,121.1044
AMPtex_reverse_num3,116.766
AMPtex_reverse_num4,41.2198
ARBtex_reverse_num1,41.2198
ARBtex_reverse_num2,116.766
ARBtex_reverse_num3,117.9999
ARBtex_reverse_num4,121.1044
ARGtex_reverse_num1,41.2198
ARGtex_reverse_num2,116.766
ARGtex_reverse_num3,117.9999
ARGtex_reverse_num4,121.1044
ASCBtex_reverse_num1,41.2198
ASCBtex_reverse_num2,116.766
ASCBtex_reverse_num3,117.9999
ASCBtex_reverse_num4,121.1044
MMETtex_reverse_num1,41.2198
MMETtex_reverse_num2,116.766
MMETtex_reverse_num3,117.9999
MMETtex_reverse_num4,121.1044
FE3tex_reverse_num1,41.2198
FE3tex_reverse_num2,116.766
FE3tex_reverse_num3,117.9999
FE3tex_reverse_num4,121.1044
MG2tex_reverse_num1,41.2198
MG2tex_reverse_num2,116.766
MG2tex_reverse_num3,117.9999
MG2tex_reverse_num4,121.1044
Zn2tex_reverse_num1,41.2198
Zn2tex_reverse_num2,116.766
Zn2tex_reverse_num3,117.9999
Zn2tex_reverse_num4,121.1044
CD2tex_reverse_num1,41.2198
CD2tex_reverse_num2,116.766
CD2tex_reverse_num3,117.9999
CD2tex_reverse_num4,121.1044
GLUABUTt7pp_reverse,55.0767
GLUt2rpp_reverse,47.1592
GLYALDtpp_reverse,119.12
DHPTPE_reverse,112.6563
ASO3tex_reverse_num1,41.2198
ASO3tex_reverse_num2,116.766
ASO3tex_reverse_num3,117.9999
ASO3tex_reverse_num4,121.1044
MANGLYCtex_reverse_num1,41.2198
MANGLYCtex_reverse_num2,116.766
MANGLYCtex_reverse_num3,117.9999
MANGLYCtex_reverse_num4,121.1044
FRUURt2rpp_reverse,47.1379
FRUURtex_reverse_num1,41.2198
FRUURtex_reverse_num2,116.766
FRUURtex_reverse_num3,117.9999
FRUURtex_reverse_num4,121.1044
GLYCAt2rpp_reverse_num1,49.0092
GLYCAt2rpp_reverse_num2,49.1421
GLYCAtex_reverse_num1,41.2198
GLYCAtex_reverse_num2,116.766
GLYCAtex_reverse_num3,117.9999
GLYCAtex_reverse_num4,121.1044
FALDH2_reverse,78.718
GLYCtpp_reverse,119.12
H2Otpp_reverse,94.8112
HCINNMt2rpp_reverse,41.5508
HISt2rpp_reverse,49.6901
CBIAT_reverse,21.9989
COBALT2tex_reverse_num1,41.2198
COBALT2tex_reverse_num2,116.766
COBALT2tex_reverse_num3,117.9999
COBALT2tex_reverse_num4,121.1044
DIMPtex_reverse_num1,41.2198
DIMPtex_reverse_num2,116.766
DIMPtex_reverse_num3,117.9999
DIMPtex_reverse_num4,121.1044
GALURt2rpp_reverse,46.8923
